,0
hla_high_res_8,0.5078440432825778
graft_type,0.5572338548386838
hla_high_res_10,0.5087436002522863
prod_type,0.560303123004566
age_at_hct,0.9043357069188408
hla_match_drb1_high,0.49915606142484276
